Customer_ID,Purchase_Frequency,Avg_Order_Value,total_spending,customer_lifetime,Bread_Type,Location,payment_method,satisfaction,Loyalty_Score,Feedback_Score,segment
C0608,1,82229,957342,2,Multigrain,Kampala Central,Bank Transfer,3.2,7.8,4.4,1
C0609,4,126652,579926,29,Sourdough,Jinja,Cash,1.6,4.8,2.2,0
C0610,6,88364,385711,4,Multigrain,Gulu,Mobile Money,4.0,5.7,2.4,2
C0611,4,138833,135292,1,White Bread,Jinja,Mobile Money,1.0,4.3,4.6,1
C0612,3,124878,174813,19,Multigrain,Mukono,Cash,1.7,7.7,4.6,1
C0613,2,97056,721424,26,Whole Wheat,Entebbe,Mobile Money,3.3,8.1,4.9,1
C0614,5,67490,675919,25,White Bread,Entebbe,Mobile Money,3.9,7.9,4.6,1
C0615,5,59975,109885,10,Whole Wheat,Gulu,Cash,4.7,7.5,1.5,2
C0616,3,66723,285378,53,White Bread,Entebbe,Mobile Money,3.8,2.8,4.3,1
C0617,4,63279,952746,15,Sourdough,Entebbe,Bank Transfer,3.7,4.0,2.6,2
C0618,1,118301,427231,59,Sourdough,Kampala Central,Cash,2.6,5.2,5.0,1
C0619,4,51561,522381,22,Sourdough,Gulu,Bank Transfer,1.0,4.0,2.9,2
C0620,3,147435,560244,51,Whole Wheat,Gulu,Mobile Money,1.5,7.8,3.2,0
C0621,5,106061,982430,48,Rye,Entebbe,Mobile Money,3.1,4.0,3.1,1
C0622,4,128397,674100,21,White Bread,Entebbe,Cash,3.7,2.2,2.3,0
C0623,5,89153,805860,59,Sourdough,Entebbe,Mobile Money,2.7,4.6,1.3,2
C0624,1,73142,572367,56,White Bread,Mukono,Cash,3.9,9.8,4.6,1
C0625,5,66916,420787,22,Whole Wheat,Jinja,Cash,3.1,3.0,4.2,1
C0626,5,104324,144900,36,Rye,Mukono,Cash,1.3,6.5,1.6,2
C0627,2,84965,536162,34,Whole Wheat,Gulu,Cash,1.8,4.9,4.1,1
C0628,2,44648,501067,30,White Bread,Kampala Central,Cash,4.4,1.6,3.5,2
C0629,6,75133,902720,25,Rye,Jinja,Bank Transfer,3.9,5.4,2.6,2
C0630,2,90677,172692,45,Rye,Kampala Central,Cash,4.6,7.3,2.0,0
C0631,5,136059,560796,28,Whole Wheat,Gulu,Bank Transfer,1.5,5.6,4.4,1
C0632,3,134588,500584,1,Sourdough,Gulu,Mobile Money,5.0,8.8,3.8,0
C0633,5,139950,971868,49,White Bread,Kampala Central,Cash,1.8,3.6,3.2,0
C0634,3,138317,851496,45,Multigrain,Kampala Central,Mobile Money,1.0,1.8,3.4,0
C0635,3,110135,146403,4,Multigrain,Kampala Central,Cash,5.0,9.4,1.4,0
C0636,2,75046,715458,7,Whole Wheat,Gulu,Bank Transfer,2.1,4.4,2.9,2
C0637,4,87064,895600,49,White Bread,Entebbe,Bank Transfer,3.7,6.2,1.8,2
C0638,1,141459,412023,9,White Bread,Kampala Central,Bank Transfer,1.7,8.1,1.8,0
C0639,2,146625,159871,36,Whole Wheat,Jinja,Mobile Money,3.3,3.9,3.6,0
C0640,2,109350,582604,19,White Bread,Gulu,Cash,4.6,7.4,4.6,1
C0641,4,85893,591862,1,Sourdough,Mukono,Mobile Money,2.3,2.2,2.6,2
C0642,1,141520,132174,10,Whole Wheat,Mukono,Bank Transfer,3.7,3.6,1.8,0
C0643,5,101272,855111,36,Sourdough,Jinja,Mobile Money,1.8,2.3,3.6,1
C0644,6,132152,323563,9,White Bread,Entebbe,Bank Transfer,3.5,8.3,4.5,1
C0645,6,107649,237653,45,Whole Wheat,Kampala Central,Bank Transfer,2.3,3.0,4.0,1
C0646,5,104674,210155,46,White Bread,Gulu,Bank Transfer,1.8,7.5,4.5,1
C0647,2,148542,433997,42,Whole Wheat,Kampala Central,Cash,2.3,9.5,3.1,0
C0648,1,53760,950478,32,White Bread,Gulu,Cash,1.7,5.7,4.0,1
C0649,2,61927,411822,32,Sourdough,Mukono,Bank Transfer,4.6,5.9,1.6,2
C0650,3,126475,601608,6,Sourdough,Kampala Central,Mobile Money,2.6,5.1,2.4,0
C0651,2,101367,913081,48,White Bread,Jinja,Mobile Money,2.0,3.9,2.6,0
C0652,2,137955,227795,38,Whole Wheat,Entebbe,Cash,2.8,5.3,3.0,0
C0653,5,52588,188668,17,Multigrain,Jinja,Bank Transfer,2.3,6.4,4.7,1
C0654,5,141678,837685,10,Sourdough,Entebbe,Mobile Money,4.0,9.9,4.5,1
C0655,5,144734,769927,50,Sourdough,Kampala Central,Bank Transfer,4.9,9.4,1.5,0
C0656,6,92233,573620,27,Multigrain,Kampala Central,Mobile Money,2.8,8.8,1.7,2
C0657,3,84738,976338,54,White Bread,Entebbe,Cash,4.4,9.0,2.4,0
C0658,5,73397,863429,50,Whole Wheat,Mukono,Bank Transfer,3.3,5.2,2.2,2
C0659,1,122189,720307,35,White Bread,Gulu,Bank Transfer,1.6,6.9,3.5,0
C0660,6,116367,964434,52,Rye,Jinja,Mobile Money,3.8,9.1,4.6,1
C0661,4,111260,653091,59,Sourdough,Jinja,Mobile Money,3.1,4.5,4.8,1
C0662,1,116619,773590,21,Rye,Jinja,Mobile Money,3.6,9.7,3.6,0
C0663,1,59816,773222,25,Sourdough,Kampala Central,Bank Transfer,4.6,4.7,4.4,1
C0664,5,82240,536571,28,Sourdough,Jinja,Cash,2.8,6.4,3.1,1
C0665,4,46276,330147,47,Rye,Gulu,Cash,4.6,7.4,1.8,2
C0666,4,144199,655083,15,Rye,Gulu,Mobile Money,4.0,9.6,3.1,0
C0667,6,119530,607820,4,White Bread,Entebbe,Cash,3.0,3.2,3.2,1
C0668,4,63499,370914,29,Rye,Kampala Central,Mobile Money,3.4,7.7,4.0,1
C0669,3,128576,635381,59,White Bread,Gulu,Cash,2.3,5.7,1.9,0
C0670,5,148856,493409,9,White Bread,Mukono,Bank Transfer,4.9,3.4,2.5,0
C0671,4,122495,462455,27,White Bread,Kampala Central,Mobile Money,3.7,8.0,2.5,0
C0672,6,111635,379713,26,Sourdough,Kampala Central,Cash,1.2,6.0,4.8,1
C0673,3,147803,897622,19,Sourdough,Gulu,Bank Transfer,2.3,6.9,2.8,0
C0674,2,125112,949256,56,Rye,Mukono,Cash,3.5,3.9,4.0,0
C0675,2,75946,798112,28,Sourdough,Entebbe,Bank Transfer,1.2,5.3,4.0,1
C0676,3,95204,787687,17,Rye,Gulu,Bank Transfer,1.1,6.6,2.1,0
C0677,6,91886,404214,43,Sourdough,Mukono,Cash,2.8,4.6,3.3,1
C0678,3,111652,664485,57,Whole Wheat,Kampala Central,Cash,2.3,2.8,4.6,1
C0679,5,55563,626549,41,Whole Wheat,Mukono,Bank Transfer,2.8,9.7,2.9,1
C0680,5,132324,257584,42,Rye,Kampala Central,Bank Transfer,2.1,5.6,4.8,1
C0681,2,132464,448939,50,Sourdough,Gulu,Bank Transfer,1.7,7.6,1.9,0
C0682,4,141872,391077,20,Sourdough,Gulu,Mobile Money,3.8,4.7,1.3,0
C0683,6,49847,759738,45,White Bread,Jinja,Bank Transfer,3.1,4.2,4.6,1
C0684,2,66155,664871,40,Multigrain,Jinja,Mobile Money,1.8,4.7,4.4,1
C0685,4,119671,474226,39,Rye,Jinja,Bank Transfer,2.3,4.7,5.0,1
C0686,4,123310,971803,49,Multigrain,Gulu,Mobile Money,3.4,5.9,3.7,1
C0687,5,107278,784393,53,Multigrain,Entebbe,Bank Transfer,1.3,5.9,4.7,1
C0688,1,58309,517216,23,Rye,Gulu,Bank Transfer,1.6,5.5,4.3,1
C0689,1,40619,211032,47,Sourdough,Mukono,Bank Transfer,1.3,2.2,4.4,1
C0690,3,123194,306940,32,Rye,Gulu,Cash,4.2,5.5,3.3,0
C0691,5,90108,404748,52,Multigrain,Gulu,Cash,4.0,2.5,2.5,2
C0692,4,74707,561552,47,Sourdough,Kampala Central,Bank Transfer,4.0,2.1,4.7,1
C0693,6,60337,981506,33,Whole Wheat,Kampala Central,Mobile Money,3.9,9.4,2.7,2
C0694,1,121537,326727,57,Rye,Kampala Central,Mobile Money,3.7,6.4,3.2,0
C0695,4,106504,173869,46,Rye,Gulu,Bank Transfer,2.9,6.9,2.8,0
C0696,1,87614,891842,5,Sourdough,Entebbe,Cash,3.6,4.6,3.3,0
C0697,1,131428,969807,43,Whole Wheat,Mukono,Mobile Money,1.2,9.2,2.9,0
C0698,1,131155,811404,48,Whole Wheat,Mukono,Cash,3.5,6.7,1.2,0
C0699,6,40281,818675,34,Sourdough,Entebbe,Mobile Money,4.1,7.9,4.5,1
C0700,5,67420,982487,40,White Bread,Entebbe,Bank Transfer,3.0,4.3,2.8,2
C0701,6,120896,302416,11,Rye,Mukono,Cash,2.4,9.6,3.4,1
C0702,2,79030,711004,50,Rye,Jinja,Mobile Money,2.1,8.4,1.6,2
C0703,4,41058,678533,3,Multigrain,Kampala Central,Bank Transfer,3.6,8.7,1.0,2
C0704,5,126213,667344,58,Sourdough,Kampala Central,Bank Transfer,3.8,2.5,2.0,0
C0705,5,116260,510925,33,Multigrain,Mukono,Bank Transfer,4.5,3.4,3.8,1
C0706,5,68404,875024,11,Multigrain,Entebbe,Cash,2.4,3.6,1.4,2
C0707,5,143482,420701,16,Whole Wheat,Jinja,Cash,4.1,3.4,4.6,1
C0708,6,145284,379687,18,Rye,Mukono,Bank Transfer,3.2,8.7,1.9,0
C0709,5,69856,530634,30,Multigrain,Kampala Central,Cash,4.5,1.3,1.8,2
C0710,3,49200,849971,48,Whole Wheat,Gulu,Mobile Money,3.1,1.7,1.7,2
C0711,4,104178,596507,55,Sourdough,Entebbe,Bank Transfer,3.1,3.5,1.1,2
C0712,5,73997,982470,10,Multigrain,Gulu,Bank Transfer,3.3,2.8,4.1,1
C0713,4,65611,509940,18,Rye,Mukono,Cash,4.0,3.1,4.5,1
C0714,3,81235,365972,38,Multigrain,Kampala Central,Bank Transfer,4.9,8.2,3.5,1
C0715,3,75057,216656,19,Sourdough,Jinja,Mobile Money,1.3,6.1,1.8,2
C0716,4,41239,117087,36,Multigrain,Gulu,Cash,1.2,1.1,2.1,2
C0717,1,143674,393481,59,Rye,Jinja,Cash,4.8,4.9,2.9,0
C0718,2,105661,236554,13,Whole Wheat,Kampala Central,Bank Transfer,3.1,4.7,4.8,1
C0719,1,85272,951765,56,Rye,Gulu,Bank Transfer,3.5,2.0,2.0,2
C0720,1,129393,585757,46,Whole Wheat,Jinja,Bank Transfer,2.9,7.1,3.9,0
C0721,6,101212,282024,3,White Bread,Jinja,Cash,1.4,7.3,2.8,1
C0722,1,55398,236535,10,Rye,Gulu,Bank Transfer,4.1,7.5,2.2,2
C0723,5,96503,867524,38,Rye,Kampala Central,Mobile Money,4.0,7.6,2.8,1
C0724,6,46638,694736,1,Sourdough,Jinja,Bank Transfer,2.2,1.0,1.3,2
C0725,6,46570,628936,55,Multigrain,Mukono,Bank Transfer,2.2,9.6,4.2,1
C0726,3,108785,492720,56,Whole Wheat,Gulu,Cash,4.4,8.3,2.0,0
C0727,1,49110,395767,27,Whole Wheat,Entebbe,Bank Transfer,1.3,9.1,3.9,1
C0728,3,145899,552372,46,Sourdough,Entebbe,Cash,4.5,1.1,1.3,0
C0729,4,119141,135634,8,Sourdough,Kampala Central,Bank Transfer,2.0,9.4,4.8,1
C0730,2,52115,476742,51,Multigrain,Mukono,Mobile Money,3.4,8.3,1.8,2
C0731,6,79062,411478,46,Multigrain,Jinja,Mobile Money,4.7,8.5,4.5,1
C0732,4,62911,955080,42,Rye,Entebbe,Cash,3.7,1.8,4.2,1
C0733,4,144061,646342,17,White Bread,Kampala Central,Cash,2.7,7.6,4.9,1
C0734,5,72556,694316,9,Multigrain,Mukono,Bank Transfer,3.8,9.6,2.9,1
C0735,2,118131,646495,6,Sourdough,Mukono,Bank Transfer,2.4,7.1,3.9,0
C0736,4,41969,573866,43,Multigrain,Kampala Central,Mobile Money,2.1,6.1,2.5,2
C0737,4,83753,855181,25,Whole Wheat,Kampala Central,Bank Transfer,5.0,9.5,1.7,2
C0738,2,122811,705842,39,White Bread,Jinja,Mobile Money,4.0,5.0,2.8,0
C0739,2,44470,776746,49,Rye,Kampala Central,Cash,3.6,6.4,1.7,2
C0740,4,50225,707564,28,Whole Wheat,Jinja,Bank Transfer,2.4,5.3,4.9,1
C0741,2,147860,414925,33,Whole Wheat,Jinja,Cash,1.2,9.4,1.4,0
C0742,4,147510,808140,54,White Bread,Gulu,Bank Transfer,1.1,1.7,3.4,0
C0743,4,148295,292512,37,Rye,Mukono,Mobile Money,3.2,5.5,3.5,0
C0744,5,63196,947467,9,Sourdough,Mukono,Cash,4.0,7.2,3.2,1
C0745,1,145823,632498,18,Rye,Mukono,Cash,3.1,8.1,3.6,0
C0746,4,53669,668651,56,Multigrain,Gulu,Bank Transfer,4.4,6.2,1.5,2
C0747,3,77380,866535,59,Whole Wheat,Jinja,Cash,1.1,9.2,3.2,1
C0748,6,88320,702567,21,Multigrain,Jinja,Mobile Money,2.5,9.5,2.1,2
C0749,1,87414,291420,2,Sourdough,Kampala Central,Cash,1.9,1.6,4.8,1
C0750,1,143542,810644,58,Multigrain,Gulu,Cash,2.8,4.6,4.0,0
C0751,1,55577,600844,43,Rye,Kampala Central,Bank Transfer,1.3,1.2,4.9,1
C0752,5,128009,303196,59,Multigrain,Gulu,Cash,4.8,4.0,1.2,0
C0753,4,95409,299919,38,Sourdough,Kampala Central,Bank Transfer,1.9,5.8,2.1,2
C0754,5,68625,515648,58,Sourdough,Entebbe,Bank Transfer,4.7,9.2,1.8,2
C0755,4,121040,357324,40,Sourdough,Mukono,Cash,2.7,8.6,1.0,0
C0756,5,64089,819449,36,Rye,Mukono,Mobile Money,4.9,2.1,2.0,2
C0757,5,76487,854651,50,Sourdough,Jinja,Bank Transfer,3.2,1.8,3.7,1
C0758,6,105838,758681,43,Whole Wheat,Entebbe,Cash,4.7,6.3,1.9,2
C0759,3,136999,967780,37,Sourdough,Mukono,Bank Transfer,1.0,5.8,3.0,0
C0760,5,134795,530599,15,Multigrain,Jinja,Mobile Money,4.0,3.4,4.6,1
C0761,6,90138,475960,28,Multigrain,Entebbe,Mobile Money,4.6,9.1,3.8,1
C0762,2,82823,834042,18,Multigrain,Mukono,Bank Transfer,1.6,9.3,2.6,0
C0763,3,77208,747341,34,Rye,Kampala Central,Mobile Money,1.4,4.6,2.5,2
C0764,5,94061,572406,22,Multigrain,Gulu,Cash,2.7,9.0,2.8,1
C0765,1,70659,283965,11,Rye,Entebbe,Cash,4.7,4.5,1.7,2
C0766,2,141376,266892,58,Rye,Jinja,Bank Transfer,3.2,7.6,3.5,0
C0767,2,71890,952694,57,Sourdough,Entebbe,Mobile Money,3.1,5.3,2.5,2
C0768,6,119134,234832,13,Whole Wheat,Jinja,Cash,1.6,2.1,4.4,1
C0769,2,87055,253262,4,Sourdough,Entebbe,Cash,1.0,9.4,4.0,1
C0770,3,59508,167411,22,Sourdough,Jinja,Cash,4.2,5.1,3.4,1
C0771,5,82287,385521,7,Rye,Mukono,Bank Transfer,1.4,7.6,2.5,2
C0772,5,118916,539953,43,Rye,Kampala Central,Bank Transfer,3.5,4.3,1.8,2
C0773,1,66984,138211,54,Multigrain,Mukono,Cash,4.7,1.2,4.1,1
C0774,6,48125,313981,24,Multigrain,Kampala Central,Cash,1.8,1.9,2.9,2
C0775,1,76059,365888,4,Sourdough,Mukono,Mobile Money,3.7,5.5,1.9,2
C0776,2,109569,880926,28,White Bread,Mukono,Mobile Money,1.3,7.2,1.8,0
C0777,1,143409,387139,15,White Bread,Entebbe,Mobile Money,3.4,4.0,1.7,0
C0778,3,57087,772337,1,Multigrain,Gulu,Bank Transfer,1.7,7.3,4.1,1
C0779,5,146437,853298,55,White Bread,Jinja,Cash,3.9,7.3,1.9,0
C0780,2,45704,658830,3,Multigrain,Jinja,Bank Transfer,2.2,7.3,3.1,2
C0781,1,100576,110651,14,Rye,Jinja,Cash,2.9,5.4,2.8,0
C0782,6,113384,199239,38,Sourdough,Kampala Central,Mobile Money,3.4,9.2,3.3,1
C0783,3,127128,965363,50,Whole Wheat,Jinja,Mobile Money,1.7,5.4,4.5,1
C0784,3,112460,850704,57,Sourdough,Jinja,Mobile Money,4.0,5.1,4.5,1
C0785,1,67208,988544,1,Multigrain,Entebbe,Mobile Money,2.2,2.8,2.8,2
C0786,5,125150,903147,38,Multigrain,Mukono,Cash,3.6,3.8,1.1,2
C0787,1,106024,537625,38,Sourdough,Jinja,Mobile Money,1.6,1.4,2.7,0
C0788,2,79882,255378,21,Multigrain,Gulu,Cash,3.8,6.7,3.4,1
C0789,1,65923,250158,48,White Bread,Jinja,Cash,1.5,3.2,3.2,2
C0790,3,141477,507592,29,White Bread,Kampala Central,Bank Transfer,2.7,3.7,3.6,0
C0791,1,69165,423494,5,Multigrain,Kampala Central,Mobile Money,2.0,7.9,1.6,2
C0792,5,107203,433569,49,Multigrain,Kampala Central,Mobile Money,4.0,3.9,3.6,1
C0793,6,131749,596574,10,White Bread,Jinja,Bank Transfer,2.0,3.2,1.7,0
C0794,4,44114,529852,28,Multigrain,Entebbe,Cash,4.5,2.5,4.0,1
C0795,1,104965,972552,21,Multigrain,Gulu,Mobile Money,4.6,8.0,2.4,0
C0796,5,76321,544865,50,Sourdough,Jinja,Cash,1.8,2.2,3.8,1
C0797,5,113297,527826,7,Whole Wheat,Entebbe,Bank Transfer,3.5,5.1,1.2,2
C0798,6,136652,765418,3,White Bread,Entebbe,Cash,1.4,5.6,2.6,0
C0799,3,139304,355948,45,Sourdough,Jinja,Mobile Money,2.6,7.2,3.8,0
C0800,5,65426,621481,47,Whole Wheat,Jinja,Cash,3.9,6.7,1.9,2
C0801,5,57772,961069,20,Multigrain,Entebbe,Cash,3.6,8.3,4.2,1
C0802,5,143754,571249,19,Multigrain,Entebbe,Mobile Money,3.5,1.4,3.5,0
C0803,5,43712,956626,35,Sourdough,Entebbe,Mobile Money,2.1,3.7,3.4,2
C0804,2,41367,963349,4,Multigrain,Jinja,Cash,2.5,3.5,2.4,2
C0805,2,146493,164200,5,Rye,Entebbe,Cash,1.4,2.3,2.9,0
C0806,3,147317,205848,1,Sourdough,Kampala Central,Bank Transfer,3.9,3.6,3.4,0
C0807,1,131736,206022,4,Whole Wheat,Jinja,Mobile Money,3.0,3.8,2.9,0
C0808,5,91924,801979,12,Sourdough,Kampala Central,Cash,3.8,5.7,3.8,1
C0809,6,43726,512755,27,White Bread,Mukono,Mobile Money,2.0,7.0,2.7,2
C0810,1,129152,880741,56,Sourdough,Jinja,Bank Transfer,2.3,4.4,1.8,0
C0811,6,67723,946490,42,Multigrain,Mukono,Cash,2.3,7.5,1.9,2
C0812,1,143110,162068,23,Multigrain,Entebbe,Cash,1.1,4.0,1.0,0
C0813,3,140494,570529,25,Rye,Entebbe,Cash,2.4,3.6,2.2,0
C0814,5,49108,986364,21,Rye,Gulu,Mobile Money,4.2,5.9,4.0,1
C0815,5,117714,261445,58,Rye,Entebbe,Bank Transfer,4.6,1.2,4.2,1
C0816,4,75643,788514,52,Whole Wheat,Mukono,Mobile Money,3.1,1.7,1.8,2
C0817,6,71324,237103,24,Rye,Entebbe,Cash,2.8,4.8,4.8,1
C0818,1,143896,324605,25,Whole Wheat,Jinja,Bank Transfer,1.1,9.5,3.0,0
C0819,1,123360,303047,45,Rye,Entebbe,Cash,4.5,7.5,4.7,0
C0820,2,48927,909217,55,Whole Wheat,Gulu,Cash,1.1,1.8,3.8,1
C0821,4,133680,349768,46,Sourdough,Entebbe,Mobile Money,4.8,8.6,3.9,0
C0822,2,136546,784029,32,Sourdough,Mukono,Cash,3.0,7.6,1.3,0
C0823,2,62443,194475,55,Multigrain,Mukono,Bank Transfer,2.4,6.5,1.9,2
C0824,2,119973,610370,32,Whole Wheat,Entebbe,Cash,4.7,8.4,1.0,0
C0825,6,103449,626570,5,White Bread,Mukono,Cash,1.1,4.6,3.9,1
C0826,6,149834,789984,36,Multigrain,Mukono,Mobile Money,3.3,3.0,2.4,0
C0827,3,145314,803798,46,Sourdough,Gulu,Bank Transfer,3.2,5.6,4.1,0
C0828,3,116743,320972,42,Whole Wheat,Jinja,Mobile Money,1.9,5.9,2.4,0
C0829,2,100233,953966,49,Rye,Gulu,Cash,2.7,5.8,4.3,1
C0830,4,65537,262777,42,White Bread,Kampala Central,Mobile Money,3.6,6.1,1.5,2
C0831,1,141293,961396,58,Sourdough,Gulu,Mobile Money,3.9,9.5,1.7,0
C0832,6,117576,792797,39,Multigrain,Entebbe,Mobile Money,1.0,9.1,2.4,0
C0833,4,147522,308944,16,Whole Wheat,Jinja,Mobile Money,4.7,8.9,2.6,0
C0834,5,62612,743294,33,White Bread,Entebbe,Cash,1.7,8.2,2.4,2
C0835,6,133977,336440,49,Whole Wheat,Kampala Central,Cash,1.9,9.5,4.1,1
C0836,6,46471,828342,21,Rye,Jinja,Bank Transfer,2.1,1.9,1.4,2
C0837,3,75631,412727,9,Multigrain,Mukono,Mobile Money,1.2,3.4,2.4,2
C0838,1,148997,924824,6,Whole Wheat,Gulu,Mobile Money,1.5,5.5,4.3,0
C0839,1,132059,107461,51,Sourdough,Entebbe,Bank Transfer,4.9,8.6,1.3,0
C0840,5,71348,724411,45,Multigrain,Kampala Central,Mobile Money,2.3,5.5,4.8,1
C0841,5,104732,896948,35,Sourdough,Mukono,Bank Transfer,1.5,7.7,4.9,1
C0842,6,41177,572501,39,Whole Wheat,Gulu,Cash,1.4,2.3,1.4,2
C0843,2,44760,248586,22,Multigrain,Mukono,Bank Transfer,3.9,3.3,2.2,2
C0844,3,72779,483395,41,Sourdough,Gulu,Mobile Money,4.4,7.6,2.5,2
C0845,3,61636,594178,54,Rye,Jinja,Bank Transfer,2.0,2.5,4.1,1
C0846,6,121889,331496,5,Rye,Mukono,Cash,1.1,4.2,3.4,1
C0847,4,93551,792148,42,Whole Wheat,Mukono,Mobile Money,1.9,3.4,3.6,1
C0848,2,51556,831109,23,Multigrain,Mukono,Cash,1.2,4.1,4.0,1
C0849,6,67598,816409,17,White Bread,Jinja,Cash,1.4,7.4,1.5,2
C0850,2,51563,948925,12,Multigrain,Kampala Central,Bank Transfer,2.7,4.3,4.3,1
C0851,2,86819,660315,23,Rye,Gulu,Cash,1.9,6.0,3.8,1
C0852,2,149326,979979,16,Sourdough,Mukono,Mobile Money,3.1,1.9,3.3,0
C0853,6,113770,273921,3,White Bread,Jinja,Cash,2.0,8.2,4.6,1
C0854,3,131055,986559,30,Whole Wheat,Kampala Central,Cash,4.8,4.3,3.8,0
C0855,3,66966,773218,57,White Bread,Gulu,Bank Transfer,4.6,6.8,1.8,2
C0856,2,121709,839522,22,Whole Wheat,Jinja,Cash,3.3,7.5,2.7,0
C0857,4,99889,703291,9,White Bread,Gulu,Bank Transfer,2.4,2.9,3.0,2
C0858,1,66987,807755,29,Whole Wheat,Mukono,Bank Transfer,2.5,9.0,1.2,2
C0859,6,118714,664046,47,Whole Wheat,Kampala Central,Mobile Money,2.6,6.5,4.8,1
C0860,1,144874,416456,37,White Bread,Jinja,Mobile Money,3.9,4.9,1.5,0
C0861,4,98348,430814,23,White Bread,Kampala Central,Mobile Money,2.8,2.6,3.8,1
C0862,6,64596,182279,13,Whole Wheat,Mukono,Mobile Money,4.4,9.5,3.0,1
C0863,2,73174,115434,32,Rye,Kampala Central,Bank Transfer,4.8,7.8,1.1,2
C0864,3,104106,819407,46,White Bread,Kampala Central,Cash,2.3,2.9,4.7,1
C0865,1,147510,540991,52,Multigrain,Entebbe,Mobile Money,3.2,4.0,4.4,0
C0866,5,109967,437913,47,Sourdough,Kampala Central,Mobile Money,1.4,8.3,3.1,1
C0867,5,99182,870042,48,Whole Wheat,Gulu,Mobile Money,1.8,7.3,1.9,2
C0868,4,133300,428821,23,Whole Wheat,Jinja,Cash,2.7,7.9,1.5,0
C0869,2,127163,183555,45,Sourdough,Entebbe,Mobile Money,1.8,5.0,2.5,0
C0870,1,79310,752667,17,Rye,Jinja,Cash,4.5,7.4,2.0,0
C0871,2,96088,841280,55,Sourdough,Jinja,Bank Transfer,1.6,4.5,3.0,0
C0872,1,48906,863799,40,White Bread,Mukono,Bank Transfer,2.8,2.9,4.9,1
C0873,4,76914,276806,21,Sourdough,Mukono,Bank Transfer,3.4,6.7,3.3,1
C0874,4,85379,988097,2,Whole Wheat,Entebbe,Cash,3.8,9.8,4.6,1
C0875,5,118612,581719,37,Sourdough,Mukono,Mobile Money,2.5,3.8,3.6,1
C0876,2,77650,533819,6,Multigrain,Mukono,Mobile Money,4.5,5.1,2.9,2
C0877,6,86881,569924,44,White Bread,Mukono,Mobile Money,3.3,7.1,4.4,1
C0878,5,86413,168803,18,Sourdough,Jinja,Mobile Money,2.8,5.9,2.9,2
C0879,2,46012,532548,30,Whole Wheat,Entebbe,Mobile Money,1.3,8.6,4.5,1
C0880,5,90115,978135,22,White Bread,Jinja,Cash,2.9,7.9,2.2,2
C0881,6,47151,907744,54,Whole Wheat,Gulu,Bank Transfer,4.3,1.5,1.5,2
C0882,3,97716,848736,33,Rye,Jinja,Mobile Money,3.5,10.0,4.4,1
C0883,3,133747,577742,30,Multigrain,Gulu,Bank Transfer,4.3,7.8,3.3,0
C0884,3,132653,799539,17,Rye,Kampala Central,Cash,3.0,8.8,4.6,1
C0885,3,76378,826802,43,Multigrain,Kampala Central,Cash,1.5,6.9,4.8,1
C0886,1,82652,345404,32,Sourdough,Gulu,Mobile Money,1.1,8.7,1.2,0
C0887,3,112430,742249,42,White Bread,Gulu,Cash,2.2,2.0,3.0,0
C0888,6,53467,402523,51,Sourdough,Jinja,Bank Transfer,3.8,4.1,2.5,2
C0889,4,71010,117297,14,Multigrain,Gulu,Mobile Money,4.2,8.9,3.5,1
C0890,4,94691,888443,58,Multigrain,Entebbe,Mobile Money,2.2,2.8,4.2,1
C0891,1,104157,609346,10,Multigrain,Kampala Central,Bank Transfer,3.0,1.7,2.1,0
C0892,3,148177,220234,47,Whole Wheat,Kampala Central,Mobile Money,2.7,8.1,3.2,0
C0893,3,52289,668302,51,White Bread,Gulu,Mobile Money,2.6,8.5,3.8,1
C0894,3,84976,867454,36,Sourdough,Mukono,Bank Transfer,1.9,2.5,1.5,2
C0895,5,83596,980765,34,Sourdough,Mukono,Mobile Money,1.5,8.7,4.3,1
C0896,2,63171,278570,9,Rye,Gulu,Mobile Money,1.8,7.2,3.4,1
C0897,5,140441,883152,42,Multigrain,Entebbe,Bank Transfer,1.2,5.7,4.8,1
C0898,2,126365,897552,28,Multigrain,Mukono,Cash,1.8,8.5,2.4,0
C0899,3,139590,609733,11,Multigrain,Gulu,Bank Transfer,1.0,4.8,1.4,0
C0900,3,84139,384996,14,Sourdough,Entebbe,Mobile Money,3.5,2.7,3.0,2
C0901,5,88713,441383,39,Rye,Entebbe,Bank Transfer,2.3,3.6,1.3,2
C0902,5,69734,494145,55,Whole Wheat,Jinja,Mobile Money,4.9,5.5,4.9,1
C0903,2,112588,832847,47,White Bread,Entebbe,Mobile Money,1.8,5.8,1.2,0
C0904,4,103646,611603,54,Whole Wheat,Mukono,Bank Transfer,2.4,8.3,4.0,1
C0905,2,43654,715863,19,Sourdough,Mukono,Mobile Money,2.4,8.1,3.1,2
C0906,5,129022,607365,54,Multigrain,Gulu,Cash,1.0,6.2,2.5,0
C0907,6,58743,719328,15,White Bread,Gulu,Mobile Money,4.4,8.0,1.3,2
C0908,5,88368,248510,28,Sourdough,Entebbe,Bank Transfer,1.1,2.7,3.5,1
C0909,6,130025,279587,24,Sourdough,Kampala Central,Cash,4.8,1.5,3.3,1
C0910,1,114172,630032,8,Sourdough,Jinja,Cash,4.6,8.9,2.1,0
C0911,5,46441,839180,43,White Bread,Kampala Central,Mobile Money,3.1,1.7,4.6,1
